,Word,frequency,sentiment,category
6192,resolved,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1779}",positive
6206,kindly,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
6217,friendship,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
6229,treasury,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",positive
6236,assured,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
6282,sexy,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
6299,safely,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
6301,enlightened,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
6318,smug,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",positive
6325,ardent,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
6339,respectable,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
6347,heroic,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",positive
6372,reassuring,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
6380,kindness,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
6391,fitness,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
6416,safeguard,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
6437,enthusiasm,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
6439,beautifully,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",positive
6446,favorable,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
6450,glory,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",positive
6459,astoundingly,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
6481,slap,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1531}",positive
6521,attractive,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
6550,optimize,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
6551,popularity,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
6572,marvel,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
6575,enthusiast,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
6594,gorgeous,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6124}",positive
6605,humour,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
6610,sincerely,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
6619,welling,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
6631,treasure,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
6650,delicious,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",positive
6725,splendid,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",positive
6737,devote,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
6790,libertarian,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",positive
6823,revive,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
6858,daring,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
6914,speculative,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",positive
6919,contender,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.128}",positive
6920,stronghold,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.128}",positive
6922,blessing,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
6927,peacefully,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
6933,positively,6,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
7002,successive,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
7008,admirable,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",positive
7046,appeasing,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",positive
7057,forgive,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
7059,honorable,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",positive
7083,audacious,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",positive
7110,woo,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
7115,faithful,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
7119,noble,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
7128,supportive,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
7129,bliss,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",positive
7148,blockbuster,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",positive
7193,gratitude,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
7251,congratulate,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
7293,cheer,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
7303,satisfying,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
7321,freeman,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
7335,favored,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
7345,competent,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
7434,cheering,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
7442,reward,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",positive
7468,encouragement,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
7473,determination,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
7477,exempt,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",positive
7487,isolationism,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",positive
7497,courageous,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
7499,laughter,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
7516,heroine,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",positive
7517,satisfactory,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
7529,earnest,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
7532,successor,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",positive
7533,jewel,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
7553,opportunist,5,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0516}",positive
7620,ecstatic,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
7647,helper,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
7652,dominance,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",positive
7666,thrill,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
7678,vigorously,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.128}",positive
7681,sympathy,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
7689,nurture,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
7703,champ,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
7715,achievable,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
7719,intelligencer,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
7744,profitability,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
7760,dignified,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
7771,fearless,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
7830,flagship,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",positive
7851,glorious,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",positive
7852,romance,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",positive
7915,profiting,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
7974,woohoo,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
8000,unified,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
8010,casually,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1779}",positive
8028,harmony,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
8032,admiral,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
8056,fulfill,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
8069,enlightening,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
8099,challenger,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.128}",positive
8135,smiling,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
8154,applause,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
8157,avid,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
8212,marvelous,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",positive
8216,creationism,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1779}",positive
8217,respecting,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
8229,trusting,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
8246,entertainment,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
8251,anticipation,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",positive
8254,humorous,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
8339,openness,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
8348,bravery,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
8368,rewarding,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
8376,enthusiastic,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
8397,succession,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",positive
8408,reassure,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
8475,consent,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",positive
8477,energetic,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
8478,sparkling,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
8498,forgiveness,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
8514,sympathetic,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
8520,devotion,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
8547,defender,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",positive
8553,compassionate,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
8576,enlighten,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
8578,wonderfully,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",positive
8584,respective,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
8589,fad,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",positive
8601,pardon,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
8607,prosperous,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
8610,brilliance,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",positive
8618,enjoyable,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
8647,freed,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
8760,tolerant,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
8808,heavenly,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6124}",positive
8848,adore,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",positive
8908,hallelujah,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6124}",positive
8915,greet,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
8917,happier,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
8919,benign,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
8984,nifty,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
8990,comforting,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
8999,commend,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
9040,salient,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
9051,cheerful,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",positive
9083,divine,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",positive
9096,truer,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
9117,hardy,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
9158,appreciation,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
9160,amazement,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",positive
9179,generous,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
9202,excellence,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",positive
9228,joyful,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",positive
9265,desired,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
9269,thoughtfully,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
9275,sweetheart,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6486}",positive
9283,harmless,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",positive
9309,hurrah,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",positive
9350,soothing,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
9385,dwell,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.128}",positive
9388,soothe,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
9463,excellency,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",positive
9466,relieved,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
9491,hugging,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
9499,entertain,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
9529,laughably,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
9537,gloriously,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",positive
9548,relaxed,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
9569,easing,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",positive
9587,wellness,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
9603,defensive,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0258}",positive
9628,usefulness,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
9647,impressively,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
9743,profitably,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
9748,excel,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
9751,responsive,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
9816,freely,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
9853,diving,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}",positive
9876,succeeding,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
9886,excellently,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",positive
9905,enthusiastically,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",positive
9919,cleverly,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
9936,peculiar,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1531}",positive
9955,definite,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
9972,attract,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
9988,determinant,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0516}",positive
10098,enterprising,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
10107,creationist,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",positive
10161,satisfied,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
10236,glee,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",positive
10239,pleasantly,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
10245,trustee,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",positive
10361,gladly,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
10386,sweetie,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
10391,riches,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
10392,securely,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
10444,triumph,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
10457,delicately,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",positive
10515,festivity,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
10562,merry,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",positive
10583,inquisitive,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1779}",positive
10601,hugger,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
10647,comedic,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
10661,freeing,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
10681,merit,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
10692,elegant,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
10732,resolute,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
10768,flatter,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1027}",positive
10807,sweetness,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
10822,vigilant,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.1779}",positive
10826,fascinated,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
10842,charm,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
10860,kissy,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
10921,vitality,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
10923,yummy,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",positive
10960,truthfully,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
10971,godsend,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",positive
10978,lively,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
11014,dearly,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
11025,deary,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",positive
11029,perfection,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",positive
11094,calmly,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",positive
11119,joyous,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",positive
11121,gallant,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
11219,helpfully,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",positive
11260,virtuoso,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
11269,peacemaker,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
11272,devotional,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",positive
11321,romantic,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
11446,ambivalent,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.128}",positive
11451,friendliness,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",positive
11510,amaze,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",positive
11515,heavens,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",positive
11683,engager,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
11703,smarty,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",positive
11743,thrilling,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",positive
11768,congratulation,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",positive
11781,fascination,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",positive
11817,lighthearted,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
11829,delightful,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",positive
11872,assurance,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
11999,loyalty,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5423}",positive
12003,lovingly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",positive
12028,winnable,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",positive
12060,cutie,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",positive
12081,irresistible,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
12138,intelligible,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",positive
12176,keenly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",positive
12224,smugly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0516}",positive
12237,convincingly,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",positive
12302,brightener,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",positive
12306,heron,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0258}",positive
